 written on 25Mar2019 at 10:31:46 
           4
          45
    4    2    2    2    2    2    2    2    4    2    1    1    1    1    1
    1    1    2    2    1    1    1    1    1    1    1    2    2    1    1
    1    1    1    1    1    2    4    2    2    2    2    2    2    2    4
    2   -3    0    2    3   -0.000196   -0.000000
    2   -3    0    3    3    0.000202    0.000000
    2   -3    0    4    3    0.002103    0.000000
    2   -3    0    1    4   -0.000196    0.000000
    2   -3    0    2    4   -0.000116   -0.000000
    2   -3    0    3    4    0.002103   -0.000000
    2   -3    0    4    4    0.000202   -0.000000
    2   -2    0    1    1   -0.001183    0.000000
    2   -2    0    2    1   -0.000586   -0.000000
    2   -2    0    3    1   -0.000116   -0.000000
    2   -2    0    4    1   -0.000196    0.000000
    2   -2    0    1    2   -0.000586    0.000000
    2   -2    0    2    2   -0.001183   -0.000000
    2   -2    0    3    2   -0.000196   -0.000000
    2   -2    0    4    2   -0.000116    0.000000
    2   -2    0    1    3    0.001407    0.000000
    2   -2    0    2    3    0.000420   -0.000000
    2   -2    0    3    3   -0.001183    0.000000
    2   -2    0    4    3    0.000200    0.000000
    2   -2    0    1    4    0.000420    0.000000
    2   -2    0    2    4    0.001407    0.000000
    2   -2    0    3    4    0.000200   -0.000000
    2   -2    0    4    4   -0.001183   -0.000000
    2   -1    0    1    1   -0.003395    0.000000
    2   -1    0    2    1    0.001317   -0.000000
    2   -1    0    3    1    0.001407   -0.000000
    2   -1    0    4    1    0.000420    0.000000
    2   -1    0    1    2    0.001317    0.000000
    2   -1    0    2    2   -0.003395   -0.000000
    2   -1    0    3    2    0.000420   -0.000000
    2   -1    0    4    2    0.001407   -0.000000
    2   -1    0    1    3    0.000918    0.000000
    2   -1    0    2    3    0.004193   -0.000000
    2   -1    0    3    3   -0.003395    0.000000
    2   -1    0    4    3    0.002151    0.000000
    2   -1    0    1    4    0.004193    0.000000
    2   -1    0    2    4    0.000918    0.000000
    2   -1    0    3    4    0.002151   -0.000000
    2   -1    0    4    4   -0.003395   -0.000000
    2    0    0    1    1    0.003636   -0.000000
    2    0    0    2    1   -0.005002   -0.000000
    2    0    0    3    1    0.000918   -0.000000
    2    0    0    4    1    0.004193    0.000000
    2    0    0    1    2   -0.005002    0.000000
    2    0    0    2    2    0.003636   -0.000000
    2    0    0    3    2    0.004193   -0.000000
    2    0    0    4    2    0.000918   -0.000000
    2    0    0    1    3    0.000918    0.000000
    2    0    0    2    3    0.004193    0.000000
    2    0    0    3    3    0.003636   -0.000000
    2    0    0    4    3   -0.050750    0.000000
    2    0    0    1    4    0.004193   -0.000000
    2    0    0    2    4    0.000918    0.000000
    2    0    0    3    4   -0.050750   -0.000000
    2    0    0    4    4    0.003636   -0.000000
    2    1    0    1    1   -0.003395   -0.000000
    2    1    0    2    1    0.001317   -0.000000
    2    1    0    3    1    0.000918   -0.000000
    2    1    0    4    1    0.004193   -0.000000
    2    1    0    1    2    0.001317    0.000000
    2    1    0    2    2   -0.003395    0.000000
    2    1    0    3    2    0.004193    0.000000
    2    1    0    4    2    0.000918   -0.000000
    2    1    0    1    3    0.001407    0.000000
    2    1    0    2    3    0.000420    0.000000
    2    1    0    3    3   -0.003395   -0.000000
    2    1    0    4    3    0.002151    0.000000
    2    1    0    1    4    0.000420   -0.000000
    2    1    0    2    4    0.001407    0.000000
    2    1    0    3    4    0.002151   -0.000000
    2    1    0    4    4   -0.003395    0.000000
    2    2    0    1    1   -0.001183   -0.000000
    2    2    0    2    1   -0.000586   -0.000000
    2    2    0    3    1    0.001407   -0.000000
    2    2    0    4    1    0.000420   -0.000000
    2    2    0    1    2   -0.000586    0.000000
    2    2    0    2    2   -0.001183    0.000000
    2    2    0    3    2    0.000420    0.000000
    2    2    0    4    2    0.001407   -0.000000
    2    2    0    1    3   -0.000116    0.000000
    2    2    0    2    3   -0.000196    0.000000
    2    2    0    3    3   -0.001183   -0.000000
    2    2    0    4    3    0.000200    0.000000
    2    2    0    1    4   -0.000196   -0.000000
    2    2    0    2    4   -0.000116   -0.000000
    2    2    0    3    4    0.000200   -0.000000
    2    2    0    4    4   -0.001183    0.000000
    2    3    0    1    1    0.000202   -0.000000
    2    3    0    2    1   -0.000373   -0.000000
    2    3    0    3    1   -0.000116    0.000000
    2    3    0    4    1   -0.000196   -0.000000
    2    3    0    1    2   -0.000373    0.000000
    2    3    0    2    2    0.000202    0.000000
    2    3    0    3    2   -0.000196    0.000000
    2    3    0    4    2   -0.000116    0.000000
    2    3    0    1    3   -0.000556   -0.000000
    2    3    0    2    3   -0.000316    0.000000
    2    3    0    3    3    0.000202   -0.000000
    2    3    0    4    3    0.002103    0.000000
    2    3    0    1    4   -0.000316   -0.000000
    2    3    0    2    4   -0.000556   -0.000000
    2    3    0    3    4    0.002103   -0.000000
    2    3    0    4    4    0.000202    0.000000
    2    4    0    1    1   -0.000095   -0.000000
    2    4    0    2    1    0.001275   -0.000000
    2    4    0    3    1   -0.000556    0.000000
    2    4    0    4    1   -0.000316   -0.000000
    2    4    0    1    2    0.001275    0.000000
    2    4    0    2    2   -0.000095   -0.000000
    2    4    0    3    2   -0.000316    0.000000
    2    4    0    4    2   -0.000556    0.000000
    2    4    0    1    3   -0.000556   -0.000000
    2    4    0    2    3   -0.000316   -0.000000
    2    4    0    3    3   -0.000095   -0.000000
    2    4    0    4    3   -0.002848   -0.000000
    2    4    0    1    4   -0.000316    0.000000
    2    4    0    2    4   -0.000556   -0.000000
    2    4    0    3    4   -0.002848    0.000000
    2    4    0    4    4   -0.000095   -0.000000
